country,year,coffee_val,land_cov,disaster,temp_chan,corrupt_control,govern_eff,pol_stab,reg_qual,rule_law,voice,energy,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
Nicaragua,2014,6349,99.9870471812311,2,0.802,-0.887117862701416,-0.840402603149414,-0.0407801233232021,-0.408892065286636,-0.714282214641571,-0.395715713500977,1611.74,29970.06640625,31202.345703125,6.142731,2.48431658744812,,2.17557644844055,28791.16015625,34984.73828125,29982.9609375,30495.11328125,107133.6796875,0.00135464780032635,0.42537721991539,0.471234202384949,31490.93359375,28480.267578125,34374.75,106486.2421875,0.852581858634949,0.993062019348145,0.964005589485169,0.552100896835327,0.0780579447746277,0.0394098497927189,25.9589003667435,0.362310767173767,0.396239668130875,0.389585018157959,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.687120308973517,65.5555555555556,0.754199147224426,0.203100621700287,0.189924538135529,0.261568039655685,-0.40879237651825,9.72771169172049E-12,0.379787057638168,0.553959906101227,0.292911648750305,0.67035984992981,0.587915778160095,0.389763832092285,0.552377223968506
Panama,2014,89,99.9827500744413,1,1.014,-0.369681090116501,0.281083971261978,0.209008201956749,0.476986914873123,-0.0647884458303452,0.505647838115692,1611.74,88244.1484375,92402.546875,3.901314,1.69519996643066,,2.81123995780945,63154.73046875,96737.5078125,89261.484375,92922.53125,268312.15625,0.0031211762689054,0.937008440494537,0.941958606243134,103249.1484375,69443.15625,108359.609375,307683.0625,0.721036732196808,1.0960465669632,1.12395787239075,0.295659631490707,0.240548208355904,0.0419971644878388,1,0.506424486637116,0.559272229671478,0.537237465381622,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.630369695852745,82.2222222222222,0.563348114490509,0.361406207084656,0.116301164031029,0.0119216674938798,-0.227369531989098,0.174392431974411,0.515212416648865,0.658656001091003,0.463856816291809,0.73859053850174,0.648685455322266,0.465840011835098,1.58416759967804
Peru,2014,8880,99.7318495768355,4,0.883,-0.599589347839355,-0.326760858297348,-0.550656914710999,0.474248230457306,-0.522220551967621,0.192534193396568,1611.74,351699.25,353985.09375,30.090359,15.5599155426025,2134.60751285304,2.75041174888611,275962.5625,359147.90625,353355.78125,350742,1073831.75,0.0146996062248945,0.500249922275543,0.494637399911881,341671.6875,263840.59375,351611.46875,1144217.125,0.873415589332581,1.01015090942383,1.04284107685089,0.459253311157227,0.15517683327198,0.0443660542368889,2.83904413780664,0.560044527053833,0.568226873874664,0.572461366653442,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.560575383413218,98.8888888888889,0.662323534488678,0.237169653177261,0.124472863972187,0.158500164747238,-0.184672966599464,0.00220668059773743,0.55810159444809,0.595371305942535,0.570382714271545,0.691804349422455,0.6514111161232,0.424436211585999,1.03865575790405
Philippines,2014,0,99.9504827689438,12,0.96,-0.439453065395355,0.324305802583694,-0.713820934295654,0.0773035287857056,-0.369280576705933,0.159282863140106,1611.74,688766.875,692098.1875,100.513142,38.5736999511719,2142.98321311221,2.64559030532837,597696.0625,718610.3125,693330.1875,690617.125,2010676.125,0.0229956712573767,0.502367496490479,0.504768252372742,683404.5625,589895.3125,688526.375,1795472.125,0.784978032112122,0.969608902931213,0.911913573741913,0.491525948047638,0.185386955738068,0.04450399056077,44.3951543042097,0.395634710788727,0.410460710525513,0.412073194980621,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.497764417577201,77.7777777777778,0.765489101409912,0.175081461668015,0.0999629870057106,0.12552647292614,-0.150362193584442,-0.0156978275626898,0.390449434518814,0.483747720718384,0.435342192649841,0.71299147605896,0.652129232883453,0.30035674571991,0.884879052639008
Rwanda,2014,1739,99.960354899743,,,0.776300489902496,-0.048807293176651,-0.313469648361206,0.185563325881958,0.0702374652028084,-1.11219108104706,1611.74,19906.462890625,21013.84375,11.08363,4.41251134872437,,1.73419630527496,20009.97265625,23262.3046875,20000.603515625,20894.130859375,32343.34765625,0.000447909696958959,0.324719429016113,0.349100977182388,20656.787109375,19563.259765625,22334.287109375,29804.96484375,0.721005082130432,1.02601051330566,1.04109108448029,0.741010069847107,0.0848145112395287,0.0459692105650902,681.861718947266,0.383610874414444,0.412314593791962,0.394682109355927,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Low capital share,0.429918858398783,78.8888888888889,0.856250941753388,0.155657708644867,0.101432949304581,0.0458440408110619,-0.153849735856056,-0.00533589720726013,0.363228619098663,0.588914036750794,0.555668592453003,0.682100832462311,0.607925117015839,0.393684804439545,0.67052298784256
Sierra Leone,2014,0,99.9955989517108,,1.037,-0.948121190071106,-1.25280022621155,-0.104039676487446,-0.822831988334656,-0.935593962669373,-0.287112534046173,1611.74,13149.8642578125,14147.705078125,7.017148,2.20922207832336,,1.56670558452606,14987.98828125,16048.8046875,13190.912109375,13933.35546875,15036.66796875,0.000363726052455604,0.45977771282196,0.511386215686798,14789.23828125,12272.873046875,13408.0107421875,14174.3115234375,0.909541845321655,1.26933836936951,1.00996267795563,0.546122074127197,0.132228136062622,0.0664986819028854,4524.15788192546,0.361303865909576,0.380199730396271,0.359940648078919,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.110771466106793,58.8888888888889,1.00155985355377,0.076135016977787,0.0741314217448235,0.160189881920815,-0.312016159296036,1.50289891642785E-10,0.36236634850502,0.647174179553986,0.346948951482773,0.69116336107254,0.604778707027435,0.391025125980377,0.880036652088165
Tanzania,2014,5729,99.9935529242062,2,0.935,-0.761074304580688,-0.658473551273346,-0.597118556499481,-0.363270282745361,-0.400824993848801,-0.19340081512928,1611.74,108682.765625,114265.0546875,48.565871,20.0301380157471,,1.64908337593079,90418.171875,124307.1015625,109936.3359375,114285.453125,394316.90625,0.00476545002311468,0.362958073616028,0.381220072507858,100875.71875,88213.140625,107571.8125,235502.84375,0.770209908485413,0.999704897403717,1.05102133750916,0.460859894752502,0.132015570998192,0.0454597808420658,1654.00451119232,0.416562378406525,0.454276114702225,0.436988711357117,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.30626967132343,72.2222222222222,0.713528096675873,0.296528816223145,0.0776326656341553,0.072246864438057,-0.16911044716835,0.009173977188766,0.401451170444489,0.554899096488953,0.555450916290283,0.690906524658203,0.656656444072723,0.33995333313942,0.794526517391205
Thailand,2014,0,99.998573090497,7,0.845,-0.480519980192184,0.268278121948242,-0.906386315822601,0.174806475639343,-0.220252081751823,-0.874775230884552,1611.74,1073820.875,1070844.125,68.438746,38.0160369873047,2247.32106618344,2.65823411941528,775548.5625,1000367.5,1072882,1050659.125,4178545.25,0.0578944087028503,0.456541508436203,0.419751465320587,1040182.9375,734435.25,954091,3894589.25,0.893024325370789,0.904639005661011,0.928640782833099,0.657492399215698,0.0578090324997902,0.0685490667819977,32.4798333333333,0.364098459482193,0.379668056964874,0.387698531150818,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.631140246613708,83.3333333333333,0.543967545032501,0.213978976011276,0.194186747074127,0.30046534538269,-0.32018706202507,0.0675884708762169,0.373508304357529,0.433377891778946,0.337738960981369,0.722235143184662,0.677749574184418,0.252495139837265,0.338874638080597
Togo,2014,1,99.9976421049724,,0.923,-0.899913251399994,-1.27107918262482,-0.16712686419487,-0.845188200473785,-0.858331799507141,-0.766805112361908,1611.74,11904.9873046875,12527.212890625,7.138,2.79728722572327,,1.78025329113007,11737.931640625,13742.12109375,11920.8037109375,12314.197265625,40535.078125,0.000576289603486657,0.21479444205761,0.231464877724648,12287.3193359375,11404.9404296875,13434.814453125,36744.5625,0.816753506660461,0.861967980861664,0.894416749477387,0.806201457977295,0.00999999977648258,0.0366914197802544,494.414952864937,0.445329278707504,0.466854989528656,0.451940715312958,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Lower bound,0.381244837263994,64.4444444444444,0.794396579265595,0.162754401564598,0.158806562423706,0.223581343889237,-0.330124497413635,-0.00941439904272556,0.452783972024918,0.592924535274506,0.40803861618042,0.671420335769653,0.651002764701843,0.3876151740551,0.263176321983337
Uganda,2014,7317,99.9974945822079,,1.136,-1.09737718105316,-0.542870998382568,-0.9411261677742,-0.256649404764175,-0.394620954990387,-0.585784256458282,1611.74,68944.59375,70358.921875,36.911523,12.0878248214722,,2.16659092903137,62736.80078125,76966.5625,69357.6171875,70311.078125,196783.453125,,,,70012.96875,69441.8671875,78432.0078125,124624.2578125,,,,,,0.0434349067509174,2599.78852141862,0.377559185028076,0.401245087385178,0.395803958177567,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.352294116633211,64.4444444444444,0.787776410579681,0.202382981777191,0.104498364031315,0.0257218722254038,-0.0554654635488987,-0.0649141147732735,0.382610231637955,0.505672514438629,0.339481234550476,0.69018292427063,0.639706552028656,0.313028693199158,
Viet Nam,2014,130822,102.794960911444,3,0.54,-0.438092947006226,-0.0507339760661125,-0.0223473571240902,-0.602058231830597,-0.360538631677628,-1.37471222877502,1611.74,523532.78125,544960.625,91.713848,52.7444953918457,2150.63818919528,2.62478399276733,399594.15625,522314.875,528105.1875,536961.125,1351653.125,,,,534792.5625,403398.15625,519528.625,1297411,,,,,,0.0577042438089848,21148,0.335839152336121,0.352590084075928,0.346774905920029,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.540770431771518,76.6666666666667,0.648483574390411,0.228546738624573,0.0956934690475464,0.387449324131012,-0.370827704668045,0.0106545696035028,0.351894736289978,0.407133281230927,0.227035656571388,0.682307779788971,0.712601244449616,0.258133858442307,
Yemen,2014,264,100.028582350883,,,-1.56529819965363,-1.43605935573578,-2.66557502746582,-0.909684360027313,-1.19583749771118,-1.3010036945343,1611.74,90251.578125,96559.6640625,25.823485,4.57383108139038,,1.57613134384155,90900.796875,101959.2734375,88920.5234375,93699.265625,166501.78125,,,,74398.5625,57036.90625,81473.09375,562728.0625,,,,,,0.0356966145336628,214.89,0.358124166727066,0.373638480901718,0.354582667350769,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.348056135088445,55.5555555555556,0.712178528308868,0.118020974099636,0.257954984903336,0.115943677723408,-0.150314599275589,-0.0537836104631424,0.41715407371521,0.501166522502899,0.195150583982468,0.574163496494293,0.661902964115143,0.39873817563057,
Zambia,2014,0,99.9932488474642,1,0.917,-0.347682625055313,-0.534560143947601,0.156212016940117,-0.533904850482941,-0.224575787782669,-0.109430871903896,1611.74,53782.39453125,53353.97265625,15.399788,4.44919300079346,,2.44317603111267,38034.2109375,55567.140625,54232.9765625,52669.3359375,247104.5625,0.00435140077024698,0.304678708314896,0.310396254062653,48239.5703125,36941.8515625,50570.05078125,205841.421875,0.796484231948853,1.11841928958893,1.12672483921051,0.398576259613037,0.0812545418739319,0.0444989949464798,6.15281624812449,0.476070553064346,0.492193907499313,0.506806135177612,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.476326045600947,60,0.570705711841583,0.332886844873428,0.151426240801811,0.258084177970886,-0.282924443483353,-0.0301785655319691,0.471199333667755,0.527170360088348,0.494429558515549,0.71270740032196,0.640141010284424,0.335053324699402,0.518800914287567
Zimbabwe,2014,12,99.9949756151595,2,0.025,-1.40436673164368,-1.27902364730835,-0.713570177555084,-1.892657995224,-1.44146907329559,-1.25688946247101,1611.74,37861.2109375,38674.859375,13.586707,6.26593112945557,,2.55025768280029,39723.09375,42557.6171875,37724.59765625,37860.33203125,48709.98046875,0.000683564692735672,0.421843469142914,0.457887351512909,41273.58203125,40164.55078125,43209.5625,51796.171875,0.897647261619568,1.03010857105255,0.966330587863922,0.533381104469299,0.299323529005051,0.054891649633646,1,0.506353735923767,0.516785383224487,0.514932632446289,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.3249711622868,57.7777777777778,0.86802339553833,0.0748678892850876,0.181177452206612,0.119209438562393,-0.285256147384644,0.0419779680669308,0.496005654335022,0.662974536418915,0.555931627750397,0.67882376909256,0.590724229812622,0.43716287612915,1.87140190601349
Angola,2015,0,100,3,1.331,-1.40926957130432,-0.893182992935181,-0.500897765159607,-0.84234482049942,-1.01380097866058,-1.17708706855774,844.95,216207.09375,224712.609375,27.884381,14.5290975570679,,1.45280301570892,153591.03125,222846.484375,215561.9375,224333.640625,1145485.375,0.0188230220228434,0.416865557432175,0.399260014295578,236594.859375,155816.671875,232632.140625,1233630,0.974279761314392,1.07271814346314,1.15331470966339,0.349127531051636,0.0745168998837471,0.0466292984783649,120.060701665019,0.523331940174103,0.539026737213135,0.517950177192688,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.349379390536919,47.7777666666667,0.475774258375168,0.308716267347336,0.208880200982094,0.303661376237869,-0.156729772686958,-0.140302315354347,0.574195921421051,0.573833823204041,0.407477051019669,0.498006582260132,0.612895429134369,0.351635128259659,0.544807493686676
"Bolivia, Plurinational State of",2015,0,100,1,1.533,-0.694146633148193,-0.651217341423035,-0.268487215042114,-0.898342430591583,-1.15186238288879,-0.0046573942527175,844.95,79762.6796875,79743.34375,10.86973,5.02957201004028,,2.85346055030823,71842.8359375,84672.9609375,79732.53125,79589.765625,159171.125,0.00264652632176876,0.488363564014435,0.500932216644287,84245.3671875,75788.34375,88715.0234375,166227.625,0.878840804100037,1.01333820819855,0.987043023109436,0.498506903648377,0.176602408289909,0.0660077631473541,6.91,0.394640773534775,0.413886219263077,0.414628654718399,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.463625697310612,78.8889,0.777104020118713,0.161203235387802,0.12556017935276,0.207192003726959,-0.236974373459816,-0.0340850986540318,0.365057617425919,0.521651983261108,0.577733755111694,0.541110873222351,0.521881937980652,0.350282311439514,0.847928881645203
Brazil,2015,91652,100,6,1.516,-0.433242052793503,-0.232308551669121,-0.33145809173584,-0.164282530546188,-0.166652888059616,0.458866268396378,844.95,3082948,3082939,204.471769,92.4472274780273,1722.87580544082,2.81366038322449,2508924.5,3107361.25,3071934.25,3068602.5,12895949,0.171346887946129,0.559186220169067,0.545954048633575,3029301.75,2484903.5,3050153.25,12187307,0.991079568862915,1.03498256206513,1.04903101921082,0.58119797706604,0.102718219161034,0.0520686097443104,3.32690438276879,0.601533234119415,0.586670100688934,0.587307095527649,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.778776427950927,72.2222333333333,0.641507744789124,0.19501930475235,0.176103666424751,0.120297096669674,-0.132927790284157,1.29191595932484E-16,0.585604429244995,0.52435690164566,0.659558475017548,0.629805207252502,0.620914697647095,0.346565663814545,0.597300112247467
Burundi,2015,1202,100,2,,-1.26648485660553,-1.20808339118958,-1.93951082229614,-0.735208213329315,-1.16793406009674,-1.27204144001007,844.95,7966.77001953125,8671.001953125,10.16003,4.36251783370972,,1.36254513263702,9023.8671875,9710.861328125,7923.95263671875,8605.0703125,12962.8623046875,0.000256904924754053,0.22697126865387,0.246957659721375,8317.7705078125,8776.681640625,9493.408203125,14857.4501953125,0.924270570278168,1.01010596752167,1.01757097244263,0.606218218803406,0.0883326232433319,0.0388590730726719,1571.89833333333,0.339407414197922,0.354688107967377,0.326613456010819,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Low capital share,0.294031751132124,55.5555666666667,0.857611179351807,0.0798359885811806,0.191057503223419,0.0328631326556206,-0.161366894841194,-9.05413685359235E-07,0.344804644584656,0.555404365062714,0.315180480480194,0.62634801864624,0.583993256092072,0.372126758098602,0.584151983261108
Cameroon,2015,2549,100,1,1.16,-1.07416439056396,-0.800239264965057,-0.989607453346252,-0.915610492229462,-0.98291951417923,-0.954277455806732,844.95,77027.609375,78458.2734375,23.298368,9.20758628845215,,1.88424289226532,68230.3203125,81006.0703125,76892.1328125,78205.15625,187476.875,0.00252931821160018,0.444595217704773,0.444012552499771,79829.046875,69834.703125,82551.2578125,187713.015625,0.904852688312531,0.99917483329773,1.00484907627106,0.503528833389282,0.141869992017746,0.0528321750462055,591.659351151667,0.375745236873627,0.401930004358292,0.395181804895401,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.559109245591844,55.5555666666667,0.726581454277039,0.163361981511116,0.145871505141258,0.0913595855236054,-0.137873604893684,0.0106990244239569,0.384407699108124,0.541772603988648,0.332597821950913,0.567216515541077,0.55987536907196,0.36136457324028,0.822577834129334
Central African Republic,2015,0,100,1,0.983,-1.29905021190643,-1.78828811645508,-1.9047646522522,-1.42039334774017,-1.69445264339447,-1.22374987602234,844.95,3715.2744140625,3920.75634765625,4.49317,1.72244369983673,,1.51945948600769,3721.56762695313,4406.0458984375,3702.25390625,3893.53857421875,25514.34375,0.00029824732337147,0.222882658243179,0.243180647492409,3895.48706054688,3854.380859375,4582.34033203125,27344.44140625,0.94689929485321,0.961796045303345,0.937292456626892,0.164315789937973,0.110503308475018,0.0278353411704302,591.659351151667,0.44260111451149,0.457705795764923,0.435219258069992,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.268342054881893,52.2222666666667,0.771465301513672,0.175798460841179,0.184366405010223,0.0358048863708973,-0.189631924033165,0.0221968870609999,0.465012133121491,0.539831221103668,0.348824173212051,0.694751262664795,0.618410706520081,0.348270177841187,0.643831729888916
China,2015,5991,100,31,1.297,-0.274102538824081,0.437830150127411,-0.550294637680054,-0.335226595401764,-0.390619337558746,-1.66077363491058,844.95,17866282,17985756,1406.84787,797.335266113281,2170.45931702625,2.59902787208557,9629432,17413690,17910582,18058634,73737440,0.960806787014008,0.427585303783417,0.397536367177963,18379366,9209667,16569267,68791656,0.834252893924713,1.01854455471039,0.947060883045197,0.583168685436249,0.0863964706659317,0.0552929677069187,6.22748867298455,0.620207130908966,0.617599904537201,0.612536549568176,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.514498608578683,70,0.382125794887543,0.431054592132568,0.151105657219887,0.201230391860008,-0.160819575190544,-0.00469690281897783,0.605490267276764,0.614374577999115,0.657423973083496,0.650008857250214,0.68978488445282,0.417111337184906,0.650721728801727
Colombia,2015,24602,100,4,1.249,-0.327314525842667,-0.0648055598139763,-1.06914663314819,0.421045631170273,-0.2260532528162,0.00393945025280118,844.95,639605.5,655635.125,47.520667,21.1043548583984,1997.03251098236,2.51212525367737,562351.1875,681786.375,636824.375,651871.4375,1920123.375,0.0244977083057165,0.645588934421539,0.651014924049377,634645.875,554002.375,666663.3125,1779860.75,0.925335168838501,1.01340353488922,1.02429378032684,0.49340495467186,0.122594259679318,0.0391493923962116,2741.88085479965,0.434659212827683,0.460851937532425,0.450214147567749,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.707370884945981,84.4444333333333,0.679973721504211,0.18321892619133,0.182698175311089,0.101890921592712,-0.139685690402985,-0.00809605699032545,0.453376680612564,0.584178328514099,0.364995747804642,0.537351429462433,0.593424677848816,0.42527112364769,0.822944819927216
Congo,2015,0,100,,1.075,-1.25113868713379,-1.05090475082397,-0.526365995407104,-1.25649154186249,-1.12518191337585,-1.01698756217957,844.95,21365.04296875,22836.779296875,4.856095,1.76783204078674,,2.03546857833862,16232.8115234375,29291.1953125,21279.271484375,22507.65625,138140.015625,,,,24313.716796875,19406.041015625,34509.93359375,124219.84375,,,,,,0.0402881354093552,591.659351151667,0.423315197229385,0.552209377288818,0.522071778774262,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.16476870464382,50.0000333333333,0.438719898462296,0.580175161361694,0.282492995262146,0.425945639610291,-0.727333664894104,1.09554179061888E-08,0.452953726053238,0.712437093257904,0.377285689115524,0.529532253742218,0.58036482334137,0.476916462182999,
Congo (DRC),2015,0,100,4,1.053,-1.29125881195068,-1.60217380523682,-2.15085434913635,-1.33687245845795,-1.59068739414215,-1.30421757698059,844.95,72393.0703125,72035.21875,76.244544,22.0837459564209,,1.65329480171204,63925.77734375,75221.609375,72411.0625,71937.15625,262691.4375,,,,77161.078125,75372.078125,84414.8828125,221408.171875,,,,,,0.030484801158309,925.984961280393,0.50012069940567,0.523644864559174,0.527094483375549,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.303666260971535,57.7777666666667,0.7205730676651,0.157023623585701,0.168060570955277,0.139106839895248,-0.135189294815064,-0.0495747774839401,0.511127889156342,0.656773447990418,0.452926516532898,0.632689416408539,0.609067320823669,0.410577356815338,
Costa Rica,2015,1496,100,1,,0.718856453895569,0.331427365541458,0.682025492191315,0.677503824234009,0.514803171157837,1.15159726142883,844.95,83135.90625,79182.875,4.847804,2.10685110092163,2156.91050433761,2.62164735794067,69457.046875,83442.078125,82723.6953125,78429.9765625,200921.015625,0.00246409792453051,0.710323929786682,0.728630661964417,82877.7734375,72499.6015625,84859.59375,185906.84375,0.913811445236206,0.997093260288239,0.980417132377625,0.588890671730042,0.157523632049561,0.0508074462413788,534.565769969278,0.650112867355347,0.662156105041504,0.698406398296356,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.702668090076133,84.4444333333333,0.680861532688141,0.178312331438065,0.204731568694115,0.191065594553947,-0.354474455118179,0.0995034649968147,0.666295886039734,0.721969068050385,0.596294164657593,0.639183521270752,0.557684481143951,0.528754889965057,1.23920679092407
Côte d'Ivoire,2015,0,100,1,,-0.439360916614532,-0.718897879123688,-0.832545936107636,-0.535886943340302,-0.636282026767731,-0.407607913017273,844.95,107758.7890625,105490.875,23.226143,6.73408508300781,,1.61999678611755,85093.8359375,105751.3984375,107902.1875,105591.1015625,206672.59375,0.00234927330166102,0.864204704761505,0.83449524641037,96605.3828125,78192.265625,95522.34375,165241.328125,0.808764636516571,1.02369546890259,1.0011088848114,0.334098756313324,0.375480711460114,0.0493128262460232,591.659351151667,0.400921106338501,0.424272894859314,0.433559000492096,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.262647896243086,58.8889,0.714217603206635,0.195637345314026,0.0916631296277046,0.199966698884964,-0.174366444349289,-0.027118306607008,0.395674526691437,0.520464956760407,0.441801100969315,0.594831943511963,0.565172731876373,0.320563852787018,1.75956761837006
Dominican Republic,2015,163,100,3,1.339,-0.852156758308411,-0.367906868457794,0.236706420779228,0.0301064420491457,-0.511419415473938,0.154281541705132,844.95,153904.609375,155887.234375,10.28168,4.52515840530396,2156.59748559201,2.62979674339294,127787.7734375,160995.734375,153845.15625,155510.75,587711.8125,0.00601914618164301,0.639408707618713,0.638235330581665,155921.5,126418,160905,609376.1875,0.887655973434448,0.992302119731903,1.01396870613098,0.435344815254211,0.171725258231163,0.031953826546669,45.0516976883978,0.452171534299851,0.462510734796524,0.457557022571564,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.558386672941205,78.8889,0.686107397079468,0.213541269302368,0.1356221139431,0.0852569416165352,-0.200022950768471,0.0794951766729355,0.472937345504761,0.502297222614288,0.347118020057678,0.632363438606262,0.557704985141754,0.331620335578919,0.905124306678772
Ecuador,2015,64,100,1,1.393,-0.650072634220123,-0.362452775239944,-0.143955871462822,-1.11819732189178,-0.940620899200439,-0.211743652820587,844.95,182674.234375,184085.875,16.21202,7.66523790359497,1620.19818803134,2.73678398132324,137355.015625,187686.953125,182703.828125,183885.453125,875818.375,0.012965589761734,0.442943006753922,0.435896188020706,189464.015625,138195.25,191449.34375,945003.1875,0.949673056602478,1.01374542713165,1.01612401008606,0.66695910692215,0.0354718863964081,0.0426030382514,1,0.548353016376495,0.543449938297272,0.539957761764526,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.508601802875741,72.2222666666667,0.610958933830261,0.273713529109955,0.136000737547875,0.178699418902397,-0.202883571386337,0.00351097015663981,0.542891204357147,0.530069470405579,0.572888970375061,0.557835757732391,0.573273062705994,0.344909518957138,0.345833122730255
El Salvador,2015,962,100,2,1.285,-0.424086302518845,-0.262551724910736,-0.0169973652809858,0.0847508534789085,-0.597598195075989,0.152402803301811,844.95,48471.0390625,47973.40234375,6.325124,2.75826120376587,,2.17393755912781,49129.625,56826.40234375,48326.7265625,47687.734375,133017.796875,,,,48389.59375,49021.96484375,57652.60546875,148499.046875,,,,,,0.0495794788002968,1,0.48456397652626,0.484995365142822,0.491494089365006,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.612572769229454,91.1111333333333,0.853578805923462,0.161399528384209,0.17665733397007,0.23776638507843,-0.429402053356171,-4.26653330720672E-11,0.489856868982315,0.487749010324478,0.458989530801773,0.609517514705658,0.538810849189758,0.320777654647827,
Ethiopia,2015,12023,100,2,1.442,-0.453527301549912,-0.65959906578064,-1.49818742275238,-1.03645730018616,-0.510984599590302,-1.29822874069214,844.95,160633.03125,177325.765625,100.835458,50.9319953918457,,1.37527632713318,138508.234375,188986.40625,160869.140625,177016.734375,386713.15625,,,,182997.046875,157274.109375,201354.40625,342242.4375,,,,,,0.0542224757373333,20.57684875,0.355502337217331,0.392111599445343,0.356342911720276,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,,0.195506317447821,68.8889,0.673904478549957,0.285160481929779,0.108553886413574,0.0186391863971949,-0.159768149256706,0.0735100731253624,0.365104556083679,0.492564678192139,0.295891463756561,0.613300263881683,0.625337898731232,0.303969830274582,
Guatemala,2015,3294,100,3,1.143,-0.759712815284729,-0.739520847797394,-0.655060231685638,-0.307585030794144,-0.936158716678619,-0.346393048763275,844.95,125767.7265625,125760.625,16.252429,6.17326402664185,,1.86642253398895,120144.4140625,138429.546875,125578.3125,125267.4609375,385180.59375,0.00394948804751039,0.706227481365204,0.752460241317749,120055.1875,114715.8359375,133297.109375,384094.28125,0.957867562770844,1.01204836368561,1.01390779018402,0.484072625637054,0.179704159498215,0.0397191420197487,7.654815,0.493813335895538,0.495197504758835,0.496426343917847,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,,72.2222333333333,0.813729166984558,0.145968690514565,0.145373940467835,0.141318440437317,-0.255971133708954,0.00958086922764778,0.514389336109161,0.504292190074921,0.378639310598373,0.603153944015503,0.550044178962708,0.363623350858688,1.10152661800385
Guinea,2015,45,100,2,1.155,-0.992457926273346,-1.15628039836884,-0.386988341808319,-0.879648923873901,-1.17586064338684,-0.857851386070251,844.95,21981.265625,23850.041015625,11.432088,4.11735248565674,,,25183.50390625,28339.36328125,21892.302734375,23573.990234375,36055.4921875,0.00062365661142394,,,23912.392578125,25471.3203125,28590.966796875,38030.28125,0.734968543052673,,,0.389890551567078,0.180866658687592,0.0576761141419411,7485.51674166667,0.367662519216538,0.40170294046402,0.373046875,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.261489760745565,53.3333333333333,0.82901531457901,0.133870363235474,0.239259675145149,0.131448149681091,-0.333593547344208,5.94857829661066E-10,0.386016339063644,0.673343002796173,0.304067939519882,0.610076308250427,0.569710969924927,0.436825573444367,1.16657555103302
