Регион,Год,ПотрЭлектр/душ,ВРП,ИнвесВОК,СрДушДох,ИзносОФ,УрИнАк,УбыточОрг,ИндПроиз
Удмуртская Республика,2021,6.46994271516323,870734.27207307,84494.932742873,27799.6678660393,68.7,14.3187066974596,23.7,108.9
Ульяновская область,2021,4.70437190568096,510328.739717686,81473.0988098533,26945.6058677,58.1,17.379679144385,32.4,111.8
Хабаровский край ,2021,7.0132271039604,1021457.24677553,190185.857735954,44259.6805978411,42.1,7.23140495867769,40.1,110
Челябинская область,2021,11.387567220014,2072357.45297537,95550.5696097426,29604.1372820371,52.9,13.2110091743119,30.2,106
Чеченская Республика ,2021,2.09996038558035,279787.699861611,26491.9795184058,26491.9795184058,56.8,1.86915887850467,27.4,103.2
Чувашская Республика,2021,4.47275952360841,401338.184832549,53278.0132853584,23736.0990866316,67.7,15.8125915080527,27.2,98.9
Чукотский автономный округ,2021,16.9624217118998,140530.131137559,1023129.14088016,100271.49515638,48.5,9.03614457831325,34.8,103.6
Ярославская область,2021,7.09612673135938,697516.147356767,90564.6941599779,33250.2092443952,58.7,12.8440366972477,31.6,111.2
Алтайский край,2022,4.98301187291755,918220.298356262,66146.480614615,30265.7950687869,51.7,13.9917695473251,28.1,103
Амурская область,2022,12.8909018778101,586791.33012328,593463.215472575,43632.4995533321,38.7,6.82451253481894,38.2,102.8
Архангельская область,2022,10.2203440389778,1154645.28084688,185177.68858317,46990.9387171699,52.1,4.62962962962963,28.1,104.7
Астраханская область,2022,4.99147906585315,743637.047114526,87704.2394139718,30240.5290334108,50,6.08695652173913,45.2,100.8
Белгородская область,2022,11.8108286563222,1274217.27914954,123300.196176523,39863.9731999285,52.5,15.1309408341416,22.1,102.1
Брянская область,2022,3.35488069414317,533839.356244417,73304.5427907808,34713.5890655708,50,12.094395280236,32.5,120.7
Владимирская область,2022,5.53074311580536,758457.617580847,130675.93496516,31408.5972842594,50.8,9.86717267552182,25.9,103.7
Волгоградская область,2022,7.18331241650136,1184438.89258531,84775.3228515276,30425.1654457745,51.1,8.1706435285611,32.6,102.9
Вологодская область,2022,13.0688402587047,995284.524388065,143802.612113632,34443.4368411649,50.2,9.33333333333333,26.8,96.6
Воронежская область,2022,5.67339080208288,1338843.81338217,145785.995890656,38209.0478827944,44.3,10.4367135455218,20.1,98
г. Москва,2022,4.57663191953725,27702681.2354654,440357.843487583,92770.0795068787,34,11.316140506892,33.5,115.1
г. Санкт-Петербург,2022,4.83803571428572,10851221.5980525,172970.30641415,61702.5737001965,36.6,15.0334075723831,24.3,106.1
г. Севастополь,2022,4.45316138276912,223208.805270681,126955.025370734,34171.3410755762,34.2,7.75862068965517,33.5,102.4
Еврейская автономная область,2022,11.7050847457627,78398.7585849562,131622.439521172,34491.0536001429,40.7,3.95480225988701,38.8,107
Забайкальский край,2022,8.64651350261991,531787.4626407,177590.10380561,35161.5753082008,36.5,3.86904761904762,43.5,102.4
Ивановская область,2022,3.86410845085821,353740.529480079,62835.6582097552,33307.4370198321,50.4,13.7566137566138,30.3,101.8
Иркутская область,2022,26.6222061081727,2290278.74466679,344171.990351974,34050.8415222441,48.3,6.89444783404515,26,102.5
Кабардино-Балкарская Республика,2022,1.94210118454556,251555.061890298,62173.8824370198,29321.2340539575,50.4,3.80761523046092,39.5,106.5
Калининградская область,2022,4.61338758112952,717174.081901018,132377.505270681,33531.9160264427,37.7,5.72687224669604,38.6,80.4
Калужская область,2022,7.24362685591558,674357.869644453,123107.785599428,34506.6019296051,46.2,11.9726339794755,31,84.7
Камчатский край,2022,6.99861447869761,347100.421029123,304032.034304092,68771.2329819546,37.1,9.44444444444445,34.1,85.4
Карачаево-Черкесская Республика,2022,3.03223740392827,122323.566732178,70505.8434875826,21629.6698231195,36.2,4.28571428571429,37.1,102.6
Кемеровская область,2022,13.1071178257145,2126964.24237985,137706.695193854,31705.9590852242,47.5,7.06560922855083,25.2,95.8
Кировская область,2022,6.7088129338371,538902.378202609,71984.8783276755,31241.4527425407,50.4,11.6036505867014,20.7,103.3
Костромская область,2022,6.52526665500962,268251.343952117,62371.1518670717,33477.496873325,52,5.18234165067179,31.8,92.5
Краснодарский край,2022,4.90029728661523,4182528.12644274,115215.064856173,46916.112381633,43.4,5.0151556902728,27.5,103.8
Красноярский край,2022,20.5356879283079,3225332.05320708,254901.256744685,40602.5188493836,44.9,7.02775290957923,28.5,103.3
Курганская область,2022,5.26221113445378,329949.058799357,69264.8924423799,27599.2565660175,56.1,11.8279569892473,26.9,105.4
Курская область,2022,8.08584817244611,646686.604877613,183551.916383777,36569.6708951224,48.3,7.33056708160443,30.3,94.2
Ленинградская область,2022,11.2683071449748,1611042.68383062,263181.713953904,37863.0975522601,41.3,7.11768851303735,26.1,97.6
Липецкая область,2022,11.8717925952233,770442.26993032,142650.092192246,37827.1420403788,53,12.0863309352518,28.4,96.8
Магаданская область,2022,21.4169769173492,307000.890637842,644777.561550831,91404.7418259782,47.9,8.55263157894737,43.9,101.1
Московская область,2022,5.96189345531152,7502887.77941755,150793.529748079,53553.3055208147,41.8,10.8108108108108,26.8,103.2
Мурманская область,2022,18.193714892971,1116244.40544935,375941.114525639,60833.8107914954,39.9,10.334788937409,40.4,96.2
Нижегородская область ,2022,6.56447530663898,2223277.30028587,145065.913882437,41999.9249597999,54.8,15.3621779290228,24.1,101.3
Новгородская область,2022,8.56016669560688,369884.943023048,96104.2244059318,32776.8502769341,54.1,9.86842105263158,30.8,92.5
Новосибирская область ,2022,6.32462512972838,1884630.60316241,112067.499910666,38720.1992138646,48.1,11.0177865612648,27,107.8
Омская область,2022,6.1734621472627,920324.473217795,100965.020904056,33766.1127389673,44.6,11.1611161116112,24,105.7
Оренбургская область,2022,9.922504616053,1527007.65581562,123369.191888512,29477.689119171,60.3,6.98757763975155,33.9,97.2
Орловская область,2022,4.28202199057547,359459.107879221,83444.9689119171,33174.3044488119,48.2,13.1679389312977,27.2,99.5
Пензенская область,2022,3.93815177282208,576148.692960515,80476.209755226,29260.9842772914,50,14.5933014354067,29.8,102
Пермский край,2022,9.65308563227555,1946280.40971949,137909.795247454,36201.3698409862,57.7,11.5769712140175,24.4,98.5
Приморский край,2022,7.82215262897643,1495895.35138467,174004.270323388,44540.1332856888,39.8,7.66096169519152,35.2,99.8
Псковская область,2022,3.89026879891119,250494.082758621,64956.0616401644,32155.888869037,50.1,9.91189427312775,35.8,99.4
Республика Адыгея,2022,3.96626506024096,191518.491691978,90747.8249061998,35369.5342147579,44.6,7.49185667752443,21.3,112.9
Республика Алтай,2022,3.66223908918406,89028.4711988565,143559.669465785,27151.2703233875,36.8,5.28846153846154,28.3,101.3
Республика Башкортостан,2022,6.75797037473023,2179338.30428801,121902.790066107,34273.376987672,54.2,14.7830744509909,25.4,103.6
Республика Бурятия,2022,6.580238046378,434389.714400572,105627.576201537,31896.4261211363,36.4,4.39189189189189,33.1,111.7
Республика Дагестан,2022,2.59770079132656,887510.404127211,95465.7711273897,32401.7468286582,45.9,3.1496062992126,26.7,109.4
Республика Ингушетия ,2022,1.81005586592179,79906.0719492585,43232.1300696802,20194.3646596391,46.4,1.11524163568773,26,109.2
Республика Калмыкия,2022,3.27448015122873,115603.384384492,52176.3065928176,23015.4146864392,32.6,2.66666666666667,44.4,128.4
Республика Карелия,2022,15.8247774199659,380361.213060568,175188.85867429,43613.0641415044,47.4,5.49450549450549,40.5,93.2
Республика Коми,2022,12.2930488644184,948157.246256923,157679.496158656,45321.4368411649,50.9,10.7365792759051,38.5,104.7
Республика Крым,2022,3.68671744574291,637405.029605146,108135.71609791,27888.8442022512,52,6.04332953249715,36.9,110.2
Республика Марий Эл,2022,4.1862263870296,254596.898195462,61142.8338395569,24970.6171163123,64.9,11.5942028985507,27.4,95.6
Республика Мордовия,2022,4.57648431423386,332954.162176166,74370.5751295337,24784.0371627658,59.9,17.4721189591078,26.6,99.4
Республика Саха (Якутия),2022,10.942562149158,1967883.45302841,600269.496694658,56085.7396819725,34.6,12.2905027932961,33.2,113.3
Республика Северная Осетия – Алания,2022,2.38930512707507,209879.708308022,76213.0521708058,28409.7132392353,39,2.90322580645161,35.3,109.8
Республика Татарстан,2022,8.31197520991603,4061280.6012864,215844.8249062,43663.5962122566,42.6,32.0066334991708,24.1,106.7
Республика Тыва,2022,2.69908093685147,104740.835536895,49962.6131856352,22398.3403609076,48.6,2.9535864978903,36.3,137.4
Республика Хакасия,2022,31.6597510373444,339299.824137931,88101.6935858496,28145.3916383777,43,4.33734939759036,33.7,92.1
Ростовская область,2022,4.90908872613759,2260182.23203502,108261.074504199,38886.371984992,44.3,26.4367816091954,24.9,109.4
Рязанская область,2022,6.84608320323262,601705.77362873,82980.4625692335,32436.7305699482,58.4,10.1983002832861,24.5,108.7
Самарская область,2022,8.59833900785949,2311308.73485796,137651.304270145,36008.9592638914,56.9,17.9499754781756,23.2,96.8
Саратовская область,2022,5.24429290199177,1160273.97046632,83485.7832767554,27984.0777202073,56.6,7.91420118343195,30.3,108.8
Сахалинская область,2022,10.1647850629614,1487178.8607111,564839.712703234,71736.1050562802,67.4,4.84848484848485,38.3,76.8
Свердловская область ,2022,11.3689934184143,3371611.80573522,123810.375737002,44883.1683044488,57.7,11.7538005190953,24.5,99.8
Смоленская область,2022,7.64707903780069,469656.53246382,71675.8552796141,34103.317134179,55.2,6.35135135135135,30.1,100.1
Ставропольский край,2022,3.83197288323188,1166151.04464892,26846.1343576916,26846.1343576916,52.7,6.79304897314376,22.4,103.1
Тамбовская область,2022,3.8541860705785,460394.489780239,84900.6812578167,33129.603001608,57.1,8.50722311396469,21.4,104.4
Тверская область,2022,6.71524108322325,611631.438449169,70855.6809004824,34209.2401286403,53.9,10.3377686796315,33.5,98.2
Томская область,2022,8.5098374679213,786740.02887261,110064.680721815,33784.5763802037,55.9,15.1706700379267,21,97.8
Тульская область,2022,7.36334795815052,975932.879185278,138556.022690727,33469.7227085939,46,14.4736842105263,25.1,103.5
Тюменская область,2022,25.6527146677745,13570337.845846,785074.997141326,57672.6410577095,56.3,7.2987012987013,31.7,100.2
Удмуртская Республика,2022,6.58251282762446,938461.891066643,92097.614257638,31039.3244595319,62,13.412017167382,25.9,103.7
Ульяновская область,2022,4.75994919559695,572201.94388065,86124.1404323745,30132.6624977667,55.1,14.1129032258065,32.8,95.3
Хабаровский край ,2022,7.62020091893155,1037735.83678756,199670.675183134,48124.99499732,40.5,7.74647887323944,39.8,103.5
Челябинская область,2022,11.5582166651991,2234798.80677148,106201.892621047,32137.4252278006,48.5,12.0679554774458,27.1,98.5
Чеченская Республика ,2022,2.1954082963736,306175.371520457,29484.4915133107,29484.4915133107,56.2,1.985559566787,29.7,114.2
Чувашская Республика,2022,4.53060006818957,487349.268090048,77323.7859567626,26444.7931034483,59.9,13.8312586445367,25.3,102.2
Чукотский автономный округ,2022,17.7364016736402,137060.56492764,1649624.30855816,111224.974807933,41.6,7.47126436781609,44.9,86.8
Ярославская область,2022,7.24811652435962,727181.375451135,88768.3282115419,36985.5887082366,53.9,10.5960264900662,29.2,103.8
